1	870
2	506
2	680
2	894
2	951
3	506
3	680
3	894
3	951
4	506
4	680
4	894
4	951
5	894
7	138
7	680
7	894
8	42
8	166
8	342
8	558
8	583
10	680
10	894
11	81
11	178
11	186
11	196
11	212
11	225
11	512
11	680
11	682
11	688
11	743
11	798
11	834
11	837
11	847
11	894
12	894
15	138
15	680
15	894
17	506
17	680
17	894
17	951
18	95
18	251
18	272
18	375
18	399
18	513
18	624
18	705
18	949
19	506
19	680
19	894
19	951
20	138
20	680
20	894
21	75
21	109
21	111
21	125
21	246
21	263
21	265
21	287
21	362
21	392
21	451
21	464
21	467
21	491
21	492
21	505
21	518
21	542
21	560
21	581
21	585
21	597
21	611
21	620
21	696
21	718
21	726
21	735
21	755
21	795
21	827
21	835
21	851
21	868
21	876
21	888
21	894
21	969
21	991
21	993
22	8
22	42
22	166
22	342
22	558
24	208
25	97
25	421
25	660
25	758
25	948
26	373
26	645
26	894
28	122
28	432
28	510
28	527
28	680
28	694
28	776
28	891
28	894
28	926
28	970
28	990
29	894
32	11
32	144
32	338
32	506
32	600
32	680
32	772
32	803
32	880
32	894
32	951
33	138
33	680
33	894
37	506
37	680
37	894
37	951
38	138
38	680
38	894
39	140
39	252
39	275
39	335
39	363
39	485
39	538
39	655
39	680
39	803
39	894
40	536
41	894
41	991
42	8
42	22
42	103
42	127
42	166
42	285
42	342
42	558
42	753
42	794
42	913
42	921
43	506
43	680
43	894
43	951
44	11
44	144
44	256
44	338
44	506
44	600
44	680
44	772
44	803
44	880
44	894
44	951
45	506
45	680
45	894
45	951
46	521
46	894
48	138
48	680
48	894
49	191
49	438
49	639
49	916
50	259
50	827
50	894
54	11
54	144
54	338
54	506
54	600
54	680
54	772
54	803
54	880
54	894
54	951
54	956
57	192
57	374
57	420
57	894
60	506
60	680
60	894
60	951
63	506
63	680
63	894
63	951
64	506
64	680
64	894
64	951
66	894
67	161
67	628
68	506
68	680
68	894
68	951
69	288
69	340
69	399
69	573
69	589
69	894
72	894
73	506
73	680
73	894
73	951
75	467
75	894
78	506
78	680
78	894
78	951
79	894
81	11
81	196
81	680
81	682
81	688
81	743
81	798
81	834
81	837
81	847
81	894
83	506
83	680
83	894
83	951
84	136
84	401
84	402
84	573
84	690
84	806
84	810
84	890
84	894
84	931
84	948
85	894
86	894
87	506
87	680
87	894
87	951
90	506
90	680
90	894
90	951
91	283
91	384
91	514
92	138
92	680
92	894
93	138
93	680
93	894
94	894
95	18
95	118
95	317
95	580
95	874
95	935
96	138
96	680
96	894
97	25
97	421
97	660
97	758
97	948
101	122
101	432
101	510
101	527
101	680
101	694
101	776
101	891
101	894
101	926
101	970
101	990
103	8
103	42
103	95
103	166
103	342
103	558
105	138
105	680
105	894
107	95
108	935
111	360
111	444
111	467
111	532
111	581
111	748
111	851
111	865
111	894
111	991
114	138
114	680
114	894
115	268
116	894
116	991
117	726
117	894
118	18
118	95
118	208
118	374
118	583
119	373
119	645
119	894
121	894
122	432
122	510
122	527
122	680
122	694
122	776
122	891
122	894
122	926
122	970
122	990
123	506
123	680
123	894
123	951
124	894
126	894
127	8
127	42
127	166
127	342
127	558
130	506
130	680
130	894
130	951
131	506
131	680
131	894
131	951
132	639
134	701
134	894
135	138
135	680
135	894
137	506
137	680
137	894
137	951
138	146
138	680
138	935
139	138
139	680
139	894
140	39
140	252
140	275
140	335
140	363
140	485
140	538
140	655
140	680
140	803
140	894
141	138
141	680
141	894
143	373
143	719
143	894
143	984
144	11
144	32
144	52
144	338
144	506
144	600
144	680
144	772
144	803
144	880
144	894
144	941
144	951
145	894
149	506
149	680
149	894
149	951
150	506
150	680
150	894
150	951
151	138
151	680
151	894
152	122
152	432
152	510
152	527
152	680
152	694
152	776
152	891
152	894
152	926
152	970
152	990
153	122
153	432
153	510
153	527
153	680
153	694
153	776
153	891
153	894
153	926
153	970
153	990
155	422
155	894
156	506
156	680
156	894
156	951
158	138
158	680
158	894
159	506
159	680
159	894
159	951
160	374
160	894
160	918
161	67
161	350
161	628
161	894
162	506
162	680
162	894
162	951
163	374
163	894
163	936
166	8
166	342
166	558
166	583
167	143
167	373
167	894
167	984
168	894
169	894
170	506
170	680
170	894
170	951
171	506
171	680
171	894
171	951
173	138
173	680
173	894
174	506
174	680
174	894
174	951
175	894
176	191
177	506
177	680
177	894
177	951
179	100
179	138
179	336
179	680
179	894
180	191
180	639
183	373
183	645
183	894
184	639
187	506
187	680
187	894
187	951
188	208
188	997
189	894
190	506
190	680
190	894
190	951
191	49
191	74
191	132
191	176
191	180
191	184
191	438
191	540
191	639
191	689
191	916
192	57
192	894
193	138
193	680
193	894
196	11
196	81
196	680
196	682
196	688
196	743
196	798
196	834
196	837
196	847
196	894
199	268
200	506
200	680
200	894
200	951
201	894
203	506
203	680
203	894
203	951
205	894
207	894
208	24
208	50
208	91
208	188
208	260
208	294
208	313
208	355
208	359
208	384
208	564
208	633
208	649
208	692
208	727
208	894
208	937
208	961
208	997
209	506
209	680
209	894
209	951
210	138
210	680
210	894
211	506
211	680
211	894
211	951
213	894
214	506
214	680
214	894
214	951
216	373
216	645
216	856
216	894
217	138
217	680
217	894
219	473
221	894
222	506
222	680
222	894
222	951
223	894
224	138
224	680
224	894
227	122
227	432
227	510
227	527
227	680
227	694
227	776
227	891
227	894
227	926
227	970
227	990
228	122
228	416
228	432
228	510
228	527
228	680
228	694
228	776
228	891
228	894
228	926
228	970
228	990
229	138
229	680
229	894
230	506
230	680
230	894
230	951
231	894
233	506
233	680
233	894
233	951
235	138
235	680
235	894
237	710
237	874
237	935
238	138
238	680
238	894
240	439
240	500
240	516
240	529
240	568
240	574
240	600
240	601
240	623
240	680
240	894
240	956
240	957
244	138
244	680
244	894
248	138
248	680
248	894
250	337
250	343
250	365
250	405
250	545
250	582
250	774
250	781
250	894
252	39
252	140
252	275
252	335
252	363
252	485
252	538
252	655
252	680
252	803
252	894
254	696
254	894
256	11
256	44
256	144
256	338
256	506
256	600
256	680
256	772
256	803
256	880
256	894
256	951
257	506
257	680
257	894
257	951
